CustomerId,total_transactions,total_amount,avg_amount,std_amount,avg_fee_paid,total_refunds_count,tx_hour_mean,tx_day_mean,last_transaction_time,first_transaction_time,ProviderId,ProductCategory,ChannelId,PricingStrategy,active_days,Recency,Frequency,Monetary,rfm_cluster,is_high_risk
CustomerId_1020,203,298605.0,1470.960591133005,2481.912227571705,0.0,83,11.911330049261084,22.788177339901477,2019-01-18 04:51:35+00:00,2018-11-15 12:27:46+00:00,ProviderId_6,financial_services,ChannelId_3,2,64,27,203,298605.0,1,0
CustomerId_1021,1,5000.0,5000.0,0.0,0.0,0,19.0,27.0,2018-11-27 19:14:07+00:00,2018-11-27 19:14:07+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,78,1,5000.0,0,1
CustomerId_1022,1,7000.0,7000.0,0.0,0.0,0,13.0,9.0,2019-01-09 13:30:36+00:00,2019-01-09 13:30:36+00:00,ProviderId_6,airtime,ChannelId_3,2,1,35,1,7000.0,0,1
CustomerId_1025,16,19800.0,1237.5,1688.8852339141738,0.0,5,15.75,20.25,2019-02-01 15:17:52+00:00,2019-01-24 13:15:12+00:00,ProviderId_6,financial_services,ChannelId_3,2,9,12,16,19800.0,2,0
CustomerId_1027,14,27230.0,1945.0,3464.629517323272,0.0,6,12.857142857142858,10.857142857142858,2019-02-12 19:31:46+00:00,2019-01-21 04:19:07+00:00,ProviderId_4,financial_services,ChannelId_3,2,23,1,14,27230.0,1,0
CustomerId_1028,1,500.0,500.0,0.0,0.0,0,9.0,19.0,2019-01-19 09:24:50+00:00,2019-01-19 09:24:50+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,26,1,500.0,0,1
CustomerId_1029,9,63000.0,7000.0,7520.804478245662,1333.3333333333333,2,9.666666666666666,18.666666666666668,2019-02-05 15:03:39+00:00,2018-11-15 09:24:03+00:00,ProviderId_6,financial_services,ChannelId_3,2,83,8,9,63000.0,2,0
CustomerId_1030,8,4650.0,581.25,471.2729721570231,0.0,4,12.0,8.375,2019-01-14 01:02:37+00:00,2019-01-01 15:16:16+00:00,ProviderId_4,airtime,ChannelId_2,2,13,31,8,4650.0,0,1
CustomerId_1031,50,140161.2,2803.224,4235.851266711091,103.21600000000001,18,12.4,15.5,2019-01-29 10:15:40+00:00,2018-12-04 07:18:10+00:00,ProviderId_4,airtime,ChannelId_3,2,57,15,50,140161.2,1,0
CustomerId_1032,2,2000.0,1000.0,0.0,0.0,0,1.0,11.0,2019-01-11 01:44:28+00:00,2019-01-11 01:38:37+00:00,ProviderId_5,airtime,ChannelId_3,2,1,34,2,2000.0,0,1
CustomerId_1033,2,1050.0,525.0,671.7514421272201,0.0,1,9.0,9.0,2018-12-09 09:38:39+00:00,2018-12-09 09:37:35+00:00,ProviderId_4,airtime,ChannelId_2,2,1,67,2,1050.0,0,1
CustomerId_1034,16,61292.0,3830.75,7317.145777783392,153.75,3,10.8125,13.3125,2019-02-04 13:11:25+00:00,2018-11-23 06:54:00+00:00,ProviderId_6,airtime,ChannelId_3,2,74,9,16,61292.0,2,0
CustomerId_1036,3,2050.0,683.3333333333334,548.4827557301445,0.0,2,9.0,15.0,2018-11-15 09:36:09+00:00,2018-11-15 09:35:27+00:00,ProviderId_4,financial_services,ChannelId_2,2,1,91,3,2050.0,0,1
CustomerId_1038,5,31000.0,6200.0,3834.057902536163,0.0,2,13.0,1.0,2019-02-01 13:15:05+00:00,2019-02-01 13:11:53+00:00,ProviderId_4,financial_services,ChannelId_3,2,1,12,5,31000.0,2,0
CustomerId_1039,30,271105.0,9036.833333333334,9736.561603965543,238.4,6,11.2,4.566666666666666,2019-02-01 16:31:16+00:00,2018-12-06 14:19:13+00:00,ProviderId_6,financial_services,ChannelId_3,2,58,12,30,271105.0,1,0
CustomerId_1040,1,50000.0,50000.0,0.0,0.0,0,6.0,7.0,2019-01-07 06:42:34+00:00,2019-01-07 06:42:34+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,38,1,50000.0,2,0
CustomerId_1043,6,36000.0,6000.0,3464.1016151377544,0.0,3,19.0,28.0,2018-12-28 19:47:28+00:00,2018-12-28 19:43:20+00:00,ProviderId_4,airtime,ChannelId_2,2,1,47,6,36000.0,2,0
CustomerId_1044,16,23517.5,1469.84375,1986.2998071686793,46.90625,5,15.5625,23.4375,2018-12-27 10:11:25+00:00,2018-11-17 09:47:23+00:00,ProviderId_4,financial_services,ChannelId_3,2,41,48,16,23517.5,2,0
CustomerId_1048,1,1000.0,1000.0,0.0,0.0,0,7.0,2.0,2019-01-02 07:42:14+00:00,2019-01-02 07:42:14+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,43,1,1000.0,0,1
CustomerId_1050,1,5000.0,5000.0,0.0,0.0,0,18.0,21.0,2018-12-21 18:49:35+00:00,2018-12-21 18:49:35+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,54,1,5000.0,0,1
CustomerId_1052,7,59100.0,8442.857142857143,18339.561712579824,0.0,2,11.285714285714286,26.142857142857142,2019-01-21 05:22:05+00:00,2018-12-30 16:22:18+00:00,ProviderId_1,financial_services,ChannelId_3,2,22,24,7,59100.0,2,0
CustomerId_1053,7,13812.0,1973.142857142857,1907.3146418085148,0.0,1,4.857142857142857,15.285714285714286,2018-11-16 07:20:04+00:00,2018-11-15 04:31:48+00:00,ProviderId_3,financial_services,ChannelId_3,2,2,90,7,13812.0,2,0
CustomerId_1054,52,164700.0,3167.3076923076924,6055.790816505553,0.0,21,17.596153846153847,13.057692307692308,2019-02-08 18:37:40+00:00,2018-12-08 21:36:49+00:00,ProviderId_6,airtime,ChannelId_3,2,62,5,52,164700.0,1,0
CustomerId_1055,5,6150.0,1230.0,1269.6456198483102,0.0,2,9.8,19.0,2018-11-23 16:24:57+00:00,2018-11-15 09:45:48+00:00,ProviderId_4,financial_services,ChannelId_3,2,9,82,5,6150.0,0,1
CustomerId_1056,4,5500.0,1375.0,1108.6778913041726,0.0,0,11.5,17.75,2018-12-20 09:33:23+00:00,2018-12-16 18:13:01+00:00,ProviderId_1,financial_services,ChannelId_3,2,4,56,4,5500.0,0,1
CustomerId_1057,2,5496.0,2748.0,3184.80894246421,375.0,1,6.0,15.0,2018-11-15 06:11:04+00:00,2018-11-15 06:08:57+00:00,ProviderId_4,financial_services,ChannelId_2,2,1,91,2,5496.0,0,1
CustomerId_1058,29,15185.0,523.6206896551724,554.8019217827143,21.517241379310345,14,13.724137931034482,16.24137931034483,2019-02-08 18:45:33+00:00,2018-11-18 10:56:06+00:00,ProviderId_4,financial_services,ChannelId_3,2,83,5,29,15185.0,1,0
CustomerId_1059,9,62000.0,6888.888888888889,3257.470047615344,0.0,3,13.333333333333334,14.333333333333334,2019-02-01 15:45:58+00:00,2019-01-25 12:51:26+00:00,ProviderId_6,financial_services,ChannelId_3,2,8,12,9,62000.0,2,0
CustomerId_1063,12,15675.0,1306.25,1439.2692669293237,0.0,5,13.25,10.916666666666666,2019-02-11 18:08:22+00:00,2019-02-10 17:25:52+00:00,ProviderId_4,financial_services,ChannelId_3,2,2,2,12,15675.0,1,0
CustomerId_1064,42,254580.0,6061.428571428572,4996.962160776979,39.285714285714285,13,15.619047619047619,15.738095238095237,2019-02-07 21:31:01+00:00,2018-12-28 20:24:23+00:00,ProviderId_6,financial_services,ChannelId_3,2,42,6,42,254580.0,1,0
CustomerId_1068,1,500.0,500.0,0.0,0.0,0,14.0,22.0,2018-12-22 14:29:31+00:00,2018-12-22 14:29:31+00:00,ProviderId_1,airtime,ChannelId_3,4,1,53,1,500.0,0,1
CustomerId_1070,1,5000.0,5000.0,0.0,0.0,0,15.0,18.0,2019-01-18 15:16:36+00:00,2019-01-18 15:16:36+00:00,ProviderId_5,financial_services,ChannelId_3,2,1,26,1,5000.0,0,1
CustomerId_1071,7,241710.0,34530.0,56701.49292567172,0.0,3,11.285714285714286,6.0,2019-02-11 09:04:26+00:00,2019-01-08 05:50:12+00:00,ProviderId_4,financial_services,ChannelId_3,2,35,3,7,241710.0,1,0
CustomerId_1073,1,1000.0,1000.0,0.0,0.0,0,17.0,3.0,2018-12-03 17:03:37+00:00,2018-12-03 17:03:37+00:00,ProviderId_3,airtime,ChannelId_3,1,1,72,1,1000.0,0,1
CustomerId_1074,46,268700.0,5841.304347826087,3266.4337391076338,0.0,10,11.065217391304348,16.456521739130434,2019-02-08 13:35:31+00:00,2018-12-21 10:27:54+00:00,ProviderId_6,financial_services,ChannelId_3,2,50,5,46,268700.0,1,0
CustomerId_1078,6,41000.0,6833.333333333333,3763.863263545405,0.0,3,21.0,28.0,2018-12-28 21:03:52+00:00,2018-12-28 21:00:06+00:00,ProviderId_4,airtime,ChannelId_2,2,1,47,6,41000.0,2,0
CustomerId_1079,1,20000.0,20000.0,0.0,0.0,0,18.0,30.0,2018-12-30 18:39:29+00:00,2018-12-30 18:39:29+00:00,ProviderId_3,airtime,ChannelId_3,1,1,45,1,20000.0,0,1
CustomerId_1080,1,5000.0,5000.0,0.0,0.0,0,6.0,14.0,2019-01-14 06:25:00+00:00,2019-01-14 06:25:00+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,31,1,5000.0,0,1
CustomerId_1081,2,1500.0,750.0,353.5533905932738,0.0,0,19.0,20.5,2019-01-30 22:48:12+00:00,2019-01-11 16:33:27+00:00,ProviderId_1,airtime,ChannelId_3,4,20,14,2,1500.0,0,1
CustomerId_1082,5,31000.0,6200.0,3834.057902536163,0.0,2,13.0,28.0,2018-12-28 13:33:15+00:00,2018-12-28 13:29:33+00:00,ProviderId_4,financial_services,ChannelId_3,2,1,47,5,31000.0,2,0
CustomerId_1083,1,500.0,500.0,0.0,0.0,0,17.0,12.0,2019-01-12 17:06:43+00:00,2019-01-12 17:06:43+00:00,ProviderId_6,airtime,ChannelId_3,2,1,32,1,500.0,0,1
CustomerId_1084,1,10000.0,10000.0,0.0,0.0,0,16.0,4.0,2018-12-04 16:50:22+00:00,2018-12-04 16:50:22+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,71,1,10000.0,0,1
CustomerId_1085,4,5100.0,1275.0,914.2392101268318,0.0,2,20.0,17.0,2018-12-17 20:11:57+00:00,2018-12-17 20:07:44+00:00,ProviderId_4,financial_services,ChannelId_2,2,1,58,4,5100.0,0,1
CustomerId_1086,32,79024.0,2469.5,4087.117439925348,10.3125,11,9.875,17.40625,2019-02-09 07:49:28+00:00,2019-01-28 15:23:01+00:00,ProviderId_6,financial_services,ChannelId_3,2,12,5,32,79024.0,1,0
CustomerId_1087,9,62000.0,6888.888888888889,3257.470047615344,0.0,3,19.11111111111111,20.444444444444443,2019-01-11 18:59:44+00:00,2018-12-28 20:37:10+00:00,ProviderId_6,financial_services,ChannelId_3,2,14,33,9,62000.0,2,0
CustomerId_1089,152,175728.5,1156.108552631579,1667.8195136738477,0.003289473684210526,62,11.631578947368421,14.855263157894736,2019-01-07 13:17:21+00:00,2018-11-15 22:42:39+00:00,ProviderId_6,financial_services,ChannelId_3,2,53,37,152,175728.5,1,0
CustomerId_1091,2,3000.0,1500.0,707.1067811865476,0.0,0,18.0,19.0,2019-01-19 18:33:56+00:00,2019-01-19 18:22:50+00:00,ProviderId_1,airtime,ChannelId_3,2,1,25,2,3000.0,0,1
CustomerId_1092,16,97000.0,6062.5,3473.110997362451,0.0,4,11.375,23.5,2019-01-25 11:50:55+00:00,2018-12-28 11:59:08+00:00,ProviderId_6,airtime,ChannelId_3,2,28,19,16,97000.0,2,0
CustomerId_1093,55,81340.0,1478.909090909091,1429.4027796241708,0.0,24,16.6,14.181818181818182,2019-01-11 20:04:10+00:00,2018-11-15 18:00:39+00:00,ProviderId_4,airtime,ChannelId_3,4,58,33,55,81340.0,2,0
CustomerId_1094,7,44540.0,6362.857142857143,7893.562174932417,235.71428571428572,3,15.428571428571429,18.142857142857142,2019-01-19 14:00:42+00:00,2019-01-18 07:54:16+00:00,ProviderId_4,financial_services,ChannelId_3,2,2,25,7,44540.0,2,0
CustomerId_1095,11,7125.0,647.7272727272727,582.2858560722716,0.0,4,9.909090909090908,22.363636363636363,2019-02-02 08:31:58+00:00,2019-01-26 05:10:23+00:00,ProviderId_1,financial_services,ChannelId_3,2,8,12,11,7125.0,2,0
CustomerId_1096,784,2037374.0,2598.691326530612,17803.302945714455,5.051020408163265,373,10.558673469387756,28.07780612244898,2019-02-07 07:39:51+00:00,2019-01-11 21:41:48+00:00,ProviderId_6,airtime,ChannelId_3,2,27,7,784,2037374.0,1,0
CustomerId_1098,1,20000.0,20000.0,0.0,0.0,0,10.0,10.0,2019-02-10 10:12:34+00:00,2019-02-10 10:12:34+00:00,ProviderId_5,financial_services,ChannelId_3,2,1,3,1,20000.0,2,0
CustomerId_1099,9,8220.0,913.3333333333334,551.4526271584895,0.0,2,16.555555555555557,10.777777777777779,2019-01-20 09:44:25+00:00,2018-12-27 14:27:23+00:00,ProviderId_6,financial_services,ChannelId_3,2,24,25,9,8220.0,2,0
CustomerId_11,1,10000.0,10000.0,0.0,0.0,1,16.0,21.0,2018-11-21 16:49:10+00:00,2018-11-21 16:49:10+00:00,ProviderId_4,airtime,ChannelId_2,4,1,84,1,10000.0,0,1
CustomerId_1101,9,60000.0,6666.666666666667,5873.670062235366,0.0,0,11.11111111111111,16.666666666666668,2018-12-23 07:00:57+00:00,2018-12-08 15:26:07+00:00,ProviderId_3,financial_services,ChannelId_3,2,15,53,9,60000.0,2,0
CustomerId_1102,14,92000.0,6571.428571428572,3367.589544564382,0.0,4,9.857142857142858,11.571428571428571,2019-02-08 07:11:58+00:00,2019-01-25 06:23:10+00:00,ProviderId_6,airtime,ChannelId_3,2,15,6,14,92000.0,1,0
CustomerId_1103,1,30000.0,30000.0,0.0,0.0,0,13.0,27.0,2018-12-27 13:43:45+00:00,2018-12-27 13:43:45+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,48,1,30000.0,0,1
CustomerId_1104,10,82000.0,8200.0,5473.166867139678,240.0,5,20.3,7.2,2019-02-09 05:35:37+00:00,2019-02-07 22:04:41+00:00,ProviderId_4,financial_services,ChannelId_2,2,2,5,10,82000.0,1,0
CustomerId_1105,1,500.0,500.0,0.0,0.0,0,20.0,17.0,2019-01-17 20:51:39+00:00,2019-01-17 20:51:39+00:00,ProviderId_1,airtime,ChannelId_3,4,1,27,1,500.0,0,1
CustomerId_1106,1,10000.0,10000.0,0.0,0.0,0,1.0,18.0,2018-11-18 01:17:40+00:00,2018-11-18 01:17:40+00:00,ProviderId_5,financial_services,ChannelId_3,2,1,88,1,10000.0,0,1
CustomerId_1108,14,112000.0,8000.0,4607.685886729827,0.0,7,14.857142857142858,13.642857142857142,2019-02-11 18:25:02+00:00,2019-01-25 13:19:24+00:00,ProviderId_4,airtime,ChannelId_2,2,18,2,14,112000.0,1,0
CustomerId_1109,8,52200.0,6525.0,4241.546214025528,0.0,3,12.0,28.0,2018-12-28 12:59:58+00:00,2018-12-28 12:26:04+00:00,ProviderId_4,financial_services,ChannelId_3,2,1,47,8,52200.0,2,0
CustomerId_1111,3,2020.0,673.3333333333334,565.8032638058332,0.0,2,16.0,6.0,2018-12-06 16:22:36+00:00,2018-12-06 16:21:54+00:00,ProviderId_4,financial_services,ChannelId_2,2,1,69,3,2020.0,0,1
CustomerId_1112,6,32000.0,5333.333333333333,4033.195589934446,0.0,2,14.0,1.0,2019-02-01 14:41:22+00:00,2019-02-01 14:35:51+00:00,ProviderId_6,airtime,ChannelId_3,2,1,12,6,32000.0,2,0
CustomerId_1113,23,42300.0,1839.1304347826087,2889.792243308533,0.0,8,14.652173913043478,7.304347826086956,2018-12-10 14:53:01+00:00,2018-12-06 17:14:15+00:00,ProviderId_6,airtime,ChannelId_3,2,4,65,23,42300.0,2,0
CustomerId_1114,57,59075.0,1036.4035087719299,844.50204811663,0.0,25,10.75438596491228,13.789473684210526,2019-02-13 09:18:18+00:00,2018-12-07 07:36:19+00:00,ProviderId_5,airtime,ChannelId_3,4,69,1,57,59075.0,1,0
CustomerId_1116,8,8040.0,1005.0,748.3887454296157,0.0,3,17.375,14.0,2019-02-09 07:34:18+00:00,2019-01-12 21:33:38+00:00,ProviderId_1,airtime,ChannelId_3,2,28,5,8,8040.0,2,0
CustomerId_1117,1,4000.0,4000.0,0.0,0.0,0,7.0,2.0,2018-12-02 07:45:30+00:00,2018-12-02 07:45:30+00:00,ProviderId_3,financial_services,ChannelId_3,2,1,74,1,4000.0,0,1
CustomerId_1118,24,142000.0,5916.666666666667,3670.28806672632,0.0,8,12.375,10.625,2019-02-13 09:06:49+00:00,2019-01-11 07:36:10+00:00,ProviderId_6,airtime,ChannelId_3,2,34,1,24,142000.0,1,0
CustomerId_1119,7,5550.0,792.8571428571429,376.8604642620522,0.0,1,9.285714285714286,11.285714285714286,2019-01-18 08:09:54+00:00,2019-01-03 12:07:23+00:00,ProviderId_5,airtime,ChannelId_3,2,15,27,7,5550.0,0,1
CustomerId_1120,2,2040.0,1020.0,1385.9292911256332,0.0,1,3.0,13.0,2018-12-13 03:57:46+00:00,2018-12-13 03:57:15+00:00,ProviderId_1,airtime,ChannelId_2,2,1,63,2,2040.0,0,1
CustomerId_1121,7,14780.98,2111.5685714285714,2044.3543600806959,0.0028571428571422886,3,17.714285714285715,26.857142857142858,2019-01-28 22:24:29+00:00,2019-01-26 18:19:53+00:00,ProviderId_1,airtime,ChannelId_3,2,3,16,7,14780.98,2,0
CustomerId_1122,1,1850000.0,1850000.0,0.0,0.0,0,5.0,11.0,2018-12-11 05:54:29+00:00,2018-12-11 05:54:29+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,65,1,1850000.0,2,0
CustomerId_1123,1,1000.0,1000.0,0.0,0.0,0,2.0,29.0,2018-12-29 02:47:54+00:00,2018-12-29 02:47:54+00:00,ProviderId_1,airtime,ChannelId_3,4,1,47,1,1000.0,0,1
CustomerId_1124,6,41000.0,6833.333333333333,3763.863263545405,0.0,3,14.166666666666666,11.0,2019-01-11 15:00:35+00:00,2019-01-11 14:54:40+00:00,ProviderId_4,airtime,ChannelId_2,2,1,33,6,41000.0,2,0
CustomerId_1125,1,5000.0,5000.0,0.0,0.0,0,6.0,13.0,2019-01-13 06:09:38+00:00,2019-01-13 06:09:38+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,32,1,5000.0,0,1
CustomerId_1127,37,95465.0,2580.135135135135,2865.8637263306673,0.0,12,13.054054054054054,14.135135135135135,2019-02-08 17:48:00+00:00,2018-11-26 09:15:02+00:00,ProviderId_6,financial_services,ChannelId_3,2,75,5,37,95465.0,1,0
CustomerId_1129,2,1000.0,500.0,0.0,0.0,0,9.0,15.5,2018-12-01 03:38:51+00:00,2018-11-30 15:30:14+00:00,ProviderId_1,airtime,ChannelId_3,2,1,75,2,1000.0,0,1
CustomerId_1130,4,6040.0,1510.0,1275.5652341870511,0.0,2,19.0,27.0,2018-11-27 19:22:34+00:00,2018-11-27 19:17:41+00:00,ProviderId_1,airtime,ChannelId_2,2,1,78,4,6040.0,0,1
CustomerId_1131,11,19450.0,1768.1818181818182,1966.8849390943953,65.45454545454545,5,10.909090909090908,16.0,2019-02-12 08:46:00+00:00,2018-12-18 02:57:41+00:00,ProviderId_3,financial_services,ChannelId_3,2,57,2,11,19450.0,1,0
CustomerId_1134,9,3620.0,402.22222222222223,402.8190591871795,0.0,4,16.77777777777778,19.444444444444443,2019-02-12 20:24:12+00:00,2018-11-17 16:29:04+00:00,ProviderId_1,airtime,ChannelId_3,4,88,1,9,3620.0,1,0
CustomerId_1135,14,75000.0,5357.142857142857,10394.337532871094,0.0,6,9.571428571428571,16.714285714285715,2019-01-20 15:06:49+00:00,2018-12-05 14:53:12+00:00,ProviderId_4,airtime,ChannelId_3,2,47,24,14,75000.0,2,0
CustomerId_1137,20,161400.0,8070.0,5262.988944656729,0.0,10,11.55,24.95,2018-12-21 13:19:46+00:00,2018-11-23 09:53:30+00:00,ProviderId_4,airtime,ChannelId_2,2,29,54,20,161400.0,2,0
CustomerId_1140,3,6250.0,2083.3333333333335,2553.592241007427,0.0,2,21.0,30.0,2018-12-30 21:45:27+00:00,2018-12-30 21:44:02+00:00,ProviderId_4,financial_services,ChannelId_2,2,1,45,3,6250.0,0,1
CustomerId_1141,49,227335.0,4639.489795918367,3578.465139567806,0.0,13,11.10204081632653,13.10204081632653,2019-02-04 12:39:35+00:00,2018-11-16 10:12:49+00:00,ProviderId_6,airtime,ChannelId_3,2,81,9,49,227335.0,1,0
CustomerId_1145,4,9500.0,2375.0,1887.4586088176875,0.0,0,11.75,24.25,2019-01-05 11:40:04+00:00,2018-12-30 12:31:45+00:00,ProviderId_1,financial_services,ChannelId_3,2,6,39,4,9500.0,0,1
CustomerId_1146,6,41000.0,6833.333333333333,3763.863263545405,0.0,3,14.0,28.0,2018-12-28 14:17:58+00:00,2018-12-28 14:07:20+00:00,ProviderId_4,airtime,ChannelId_2,2,1,47,6,41000.0,2,0
CustomerId_1147,18,112000.0,6222.222222222223,3750.3812442369353,0.0,4,10.0,11.38888888888889,2019-02-01 17:10:27+00:00,2019-01-04 12:44:37+00:00,ProviderId_6,airtime,ChannelId_3,2,29,12,18,112000.0,2,0
CustomerId_1150,2,2000.0,1000.0,0.0,0.0,0,18.0,1.0,2018-12-01 18:45:58+00:00,2018-12-01 18:28:07+00:00,ProviderId_5,airtime,ChannelId_3,0,1,74,2,2000.0,0,1
CustomerId_1153,1,3000.0,3000.0,0.0,0.0,0,12.0,17.0,2018-12-17 12:31:47+00:00,2018-12-17 12:31:47+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,58,1,3000.0,0,1
CustomerId_1154,9,5725.0,636.1111111111111,823.5888604826506,0.0,2,14.0,14.333333333333334,2019-02-12 13:28:52+00:00,2018-11-30 10:08:21+00:00,ProviderId_1,airtime,ChannelId_3,2,75,1,9,5725.0,1,0
CustomerId_1156,368,1667770.0,4531.983695652174,7858.51053131894,43.35597826086956,108,12.141304347826088,15.603260869565217,2019-02-11 17:06:23+00:00,2018-11-23 06:35:56+00:00,ProviderId_6,financial_services,ChannelId_3,2,81,2,368,1667770.0,1,0
CustomerId_1158,8,51400.0,6425.0,4383.980578684823,0.0,4,14.0,16.0,2018-11-16 14:17:09+00:00,2018-11-16 14:11:50+00:00,ProviderId_4,airtime,ChannelId_2,2,1,89,8,51400.0,2,0
CustomerId_1159,5,32000.0,6400.0,3781.5340802378078,0.0,2,14.0,8.0,2019-02-08 14:56:58+00:00,2019-02-08 14:50:17+00:00,ProviderId_4,financial_services,ChannelId_3,2,1,5,5,32000.0,2,0
CustomerId_1160,15,100890.0,6726.0,3306.9835197654074,74.0,6,13.466666666666667,13.066666666666666,2019-02-13 09:23:01+00:00,2019-01-25 11:49:39+00:00,ProviderId_4,airtime,ChannelId_3,2,19,1,15,100890.0,1,0
CustomerId_1161,1,2500.0,2500.0,0.0,0.0,0,17.0,19.0,2019-01-19 17:38:37+00:00,2019-01-19 17:38:37+00:00,ProviderId_1,financial_services,ChannelId_3,2,1,25,1,2500.0,0,1
CustomerId_1162,7,6735.0,962.1428571428571,882.4107940884504,0.0,3,13.285714285714286,7.428571428571429,2019-02-08 06:06:44+00:00,2019-02-07 19:20:21+00:00,ProviderId_4,financial_services,ChannelId_3,2,1,6,7,6735.0,2,0
CustomerId_1163,14,102000.0,7285.714285714285,3148.3468538405855,0.0,6,11.214285714285714,13.5,2019-02-13 07:48:41+00:00,2019-01-25 11:02:56+00:00,ProviderId_4,airtime,ChannelId_3,2,19,1,14,102000.0,1,0
CustomerId_1164,6,41000.0,6833.333333333333,3763.863263545405,0.0,3,18.0,7.0,2018-12-07 18:29:11+00:00,2018-12-07 18:25:09+00:00,ProviderId_4,airtime,ChannelId_2,2,1,68,6,41000.0,2,0
CustomerId_1165,5,66000.0,13200.0,11777.09641634983,0.0,2,9.4,5.4,2019-01-09 09:49:56+00:00,2019-01-04 08:40:08+00:00,ProviderId_4,financial_services,ChannelId_3,2,6,36,5,66000.0,2,0
